strain_id,contig,start,end,strand,gene,pct_coverage,pct_identity,database,accession,product,drug_class,on_plasmid,conjugative,is_upstream,is_downstream,is_flank_both,risk_level,risk_reason,raw_risk_level,curated_category,curation_reason,confidence,include_in_mobile_ARG_analysis,curated_risk_level
S_aureus_N315,NC_002745.2,2130678,2133335,+,kdpD,100.0,98.95,builtin,FHDU01000010.1,kdpD [Staphylococcus aureus],unclassified,False,False,False,True,False,Medium,single flanking IS element,Medium,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Medium
S_aureus_N315,NC_002745.2,2200193,2200924,+,ErmA,100.0,100.0,builtin,X03216.1,ErmA [Staphylococcus aureus],macrolide,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,Low
S_aureus_N315,NC_002745.2,2201050,2201832,-,ANT(9)-Ia,100.0,100.0,builtin,X02588.1,ANT(9)-Ia [Staphylococcus aureus],aminoglycoside,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,Low
S_aureus_N315,NC_002745.2,2237543,2238985,-,Saur_LmrS,100.0,99.03,builtin,CP000046.1,Saur_LmrS [Staphylococcus aureus subsp. aureus COL],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_aureus_N315,NC_002745.2,2239880,2241223,-,sdrM,100.0,100.0,builtin,BA000018.3,sdrM [Staphylococcus aureus subsp. aureus N315],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_aureus_N315,NC_002745.2,2389328,2389747,+,Saur_FosB,100.0,99.76,builtin,AHLO01000073.1,Saur_FosB [Staphylococcus aureus subsp. aureus IS-88],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_aureus_N315,NC_002745.2,2672535,2673266,+,ErmA,100.0,100.0,builtin,X03216.1,ErmA [Staphylococcus aureus],macrolide,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,Low
S_aureus_N315,NC_002745.2,2673392,2674174,-,ANT(9)-Ia,100.0,100.0,builtin,X02588.1,ANT(9)-Ia [Staphylococcus aureus],aminoglycoside,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,Low
S_aureus_N315,NC_003140.1,7945,8790,-,PC1_blaZ,100.0,98.23,builtin,CP000732.1,PC1_blaZ [Staphylococcus aureus subsp. aureus USA300_TCH959],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_aureus_Mu50,NC_002758.2,40819,41580,-,ANT(4')-Ia,100.0,99.87,builtin,K02551.1,ANT(4')-Ia [Plasmid pTB913],aminoglycoside,False,False,True,True,True,High,IS elements flanking both sides,High,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,High
S_aureus_Mu50,NC_002758.2,44992,46998,-,mecA,100.0,99.85,builtin,KC243783.1,mecA [Staphylococcus aureus],beta-lactam,False,False,True,False,False,Medium,single flanking IS element,Medium,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Medium
S_aureus_Mu50,NC_002758.2,47098,48855,+,mecR1,100.0,99.94,builtin,CP000703.1,mecR1 [Staphylococcus aureus subsp. aureus JH9],beta-lactam,False,False,True,False,False,Medium,single flanking IS element,Medium,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Medium
S_aureus_Mu50,NC_002758.2,48855,49226,+,mecI,100.0,99.73,builtin,BA000018.3,mecI [Staphylococcus aureus subsp. aureus N315],beta-lactam,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_aureus_Mu50,NC_002758.2,55963,56694,+,ErmA,100.0,100.0,builtin,X03216.1,ErmA [Staphylococcus aureus],macrolide,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,Low
S_aureus_Mu50,NC_002758.2,56820,57602,-,ANT(9)-Ia,100.0,100.0,builtin,X02588.1,ANT(9)-Ia [Staphylococcus aureus],aminoglycoside,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,Low
S_aureus_Mu50,NC_002758.2,111575,112963,+,norC,100.0,96.98,builtin,CP005288.1,norC [Staphylococcus aureus],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_aureus_Mu50,NC_002758.2,151601,152953,+,tet(38),100.0,100.0,builtin,AY825285.1,tet(38) [Staphylococcus aureus],tetracycline,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,Low
S_aureus_Mu50,NC_002758.2,379932,380351,+,mepR,100.0,100.0,builtin,BA000017.4,mepR [Staphylococcus aureus subsp. aureus Mu50],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_aureus_Mu50,NC_002758.2,380458,381813,+,mepA,100.0,99.48,builtin,AY661734.1,mepA [Staphylococcus aureus],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_aureus_Mu50,NC_002758.2,439865,441784,-,tet(M),100.0,96.77,builtin,AB039845.1,tet(M) [Erysipelothrix rhusiopathiae],tetracycline,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,Low
S_aureus_Mu50,NC_002758.2,759666,760109,-,mgrA,100.0,100.0,builtin,BA000018.3,mgrA [Staphylococcus aureus subsp. aureus N315],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_aureus_Mu50,NC_002758.2,767760,768926,+,Saur_norA,100.0,100.0,builtin,D90119.1,Saur_norA [Staphylococcus aureus],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_aureus_Mu50,NC_002758.2,1498587,1499942,-,arlS,100.0,99.85,builtin,CP000253.1,arlS [Staphylococcus aureus subsp. aureus NCTC 8325],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_aureus_Mu50,NC_002758.2,1499939,1500598,-,arlR,100.0,100.0,builtin,CP023390.1,arlR [Staphylococcus aureus subsp. aureus str. Newman],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_aureus_Mu50,NC_002758.2,1762257,1762988,+,ErmA,100.0,100.0,builtin,X03216.1,ErmA [Staphylococcus aureus],macrolide,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,Low
S_aureus_Mu50,NC_002758.2,1763114,1763896,-,ANT(9)-Ia,100.0,100.0,builtin,X02588.1,ANT(9)-Ia [Staphylococcus aureus],aminoglycoside,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,Low
S_aureus_Mu50,NC_002758.2,2207110,2209767,+,kdpD,100.0,98.95,builtin,FHDU01000010.1,kdpD [Staphylococcus aureus],unclassified,False,False,False,True,False,Medium,single flanking IS element,Medium,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Medium
S_aureus_Mu50,NC_002758.2,2307263,2308705,-,Saur_LmrS,100.0,99.03,builtin,CP000046.1,Saur_LmrS [Staphylococcus aureus subsp. aureus COL],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_aureus_Mu50,NC_002758.2,2458828,2459247,+,Saur_FosB,100.0,99.76,builtin,AHLO01000073.1,Saur_FosB [Staphylococcus aureus subsp. aureus IS-88],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_aureus_Mu50,NC_002774.1,17224,18663,-,AAC6_Ie_APH2_Ia,100.0,100.0,builtin,GU565967.1,AAC6_Ie_APH2_Ia [Staphylococcus aureus],aminoglycoside,False,False,True,True,True,High,IS elements flanking both sides,High,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,High
S_aureus_Mu50,NC_002774.1,21593,23137,+,qacA,100.0,99.94,builtin,AB566411.1,qacA [Staphylococcus aureus],unclassified,False,False,True,False,False,Medium,single flanking IS element,Medium,biocide_or_stress_marker,Quaternary-ammonium-compound resistance (biocide/disinfectant marker).,medium,False,Excluded-curated
L_monocytogenes_EGDe,NC_003210.1,956031,957602,+,lin,100.0,100.0,builtin,CP002003.1,lin [Listeria monocytogenes FSL R2-561],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
L_monocytogenes_EGDe,NC_003210.1,1758694,1761291,-,Lmon_mprF,100.0,100.0,builtin,AL591981.1,Lmon_mprF [Listeria monocytogenes EGD-e],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
L_monocytogenes_EGDe,NC_003210.1,2901800,2903200,-,norB,100.0,99.57,builtin,HE999704.1,norB [Listeria monocytogenes],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_agalactiae_2603VR,NC_004116.1,927455,929374,-,tet(M),100.0,99.27,builtin,AB039845.1,tet(M) [Erysipelothrix rhusiopathiae],tetracycline,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,Low
S_agalactiae_2603VR,NC_004116.1,1005170,1006105,-,mreA,100.0,100.0,builtin,U92073.1,mreA [Streptococcus agalactiae],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_agalactiae_2603VR,NC_004116.1,2111277,2113820,-,Saga_mprF,100.0,100.0,builtin,AE009948.1,Saga_mprF [Streptococcus agalactiae 2603V/R],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,177307,178458,+,TriA,100.0,100.0,builtin,AE004091.2,TriA [Pseudomonas aeruginosa PAO1],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,178455,179525,+,TriB,100.0,100.0,builtin,AE004091.2,TriB [Pseudomonas aeruginosa PAO1],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,179522,182569,+,TriC,100.0,100.0,builtin,AE004091.2,TriC [Pseudomonas aeruginosa PAO1],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,472024,473175,+,MexA,100.0,100.0,builtin,AE004091.2,MexA [Pseudomonas aeruginosa PAO1],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,473191,476331,+,MexB,100.0,99.97,builtin,L11616.1,MexB [Pseudomonas aeruginosa],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,476333,477790,+,OprM,100.0,100.0,builtin,AE004091.2,OprM [Pseudomonas aeruginosa PAO1],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,779463,780101,-,Paer_catB7,100.0,100.0,builtin,NC_002516.2,Paer_catB7 [Pseudomonas aeruginosa PAO1],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,991013,991198,+,rsmA,100.0,100.0,builtin,AF061757.1,rsmA [Pseudomonas aeruginosa],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,1221691,1222098,+,FosA,100.0,100.0,builtin,AE004091.2,FosA [Pseudomonas aeruginosa PAO1],fosfomycin,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,ambiguous_requires_validation,fosA: often intrinsic/chromosomal in Klebsiella/Enterobacter but can be acquired. Confirm context.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,1472547,1473980,-,PmpM,100.0,100.0,builtin,AE004091.2,PmpM [Pseudomonas aeruginosa PAO1],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,1562813,1563970,+,mexM,100.0,99.91,builtin,AB219523.1,mexM [Pseudomonas aeruginosa],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,1563967,1567077,+,mexN,100.0,99.97,builtin,AB219523.1,mexN [Pseudomonas aeruginosa],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,1950439,1951725,-,ParS,100.0,100.0,builtin,AE004091.2,ParS [Pseudomonas aeruginosa PAO1],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,1951726,1952433,-,ParR,100.0,100.0,builtin,AE004091.2,ParR [Pseudomonas aeruginosa PAO1],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,2503425,2503895,-,Paer_soxR,100.0,100.0,builtin,AE004091.2,Paer_soxR [Pseudomonas aeruginosa PAO1],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,2808743,2809987,+,MexE,100.0,100.0,builtin,AE004091.2,MexE [Pseudomonas aeruginosa PAO1],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,2810009,2813197,+,MexF,100.0,100.0,builtin,AE004091.2,MexF [Pseudomonas aeruginosa PAO1],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,2813194,2814612,+,OprN,100.0,100.0,builtin,AE004091.2,OprN [Pseudomonas aeruginosa PAO1],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,2846283,2847779,-,OpmB,100.0,100.0,builtin,AE004091.2,OpmB [Pseudomonas aeruginosa PAO1],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,2847776,2850886,-,MuxC,100.0,100.0,builtin,AE004091.2,MuxC [Pseudomonas aeruginosa PAO1],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,2850883,2854014,-,MuxB,100.0,100.0,builtin,AE004091.2,MuxB [Pseudomonas aeruginosa PAO1],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,2854011,2855291,-,MuxA,100.0,100.0,builtin,AE004091.2,MuxA [Pseudomonas aeruginosa PAO1],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,3450838,3451509,+,cprR,100.0,100.0,builtin,AE004091.2,cprR [Pseudomonas aeruginosa PAO1],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,3451506,3452801,+,cprS,100.0,100.0,builtin,AE004091.2,cprS [Pseudomonas aeruginosa PAO1],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,3594581,3595258,+,Paer_CpxR,100.0,100.0,builtin,LT673656.1,Paer_CpxR [Pseudomonas aeruginosa],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,3938020,3939495,-,opmE,100.0,100.0,builtin,AB219524.1,opmE [Pseudomonas aeruginosa],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,3939492,3942653,-,mexQ,100.0,99.97,builtin,AB219524.1,mexQ [Pseudomonas aeruginosa],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,3942650,3943807,-,mexP,100.0,100.0,builtin,AB219524.1,mexP [Pseudomonas aeruginosa],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,3982021,3984009,+,arnA,100.0,100.0,builtin,AE004091.2,arnA [Pseudomonas aeruginosa PAO1],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,4116188,4119265,-,MexK,100.0,100.0,builtin,AE004091.2,MexK [Pseudomonas aeruginosa PAO1],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,4119270,4120373,-,MexJ,100.0,100.0,builtin,AE004091.2,MexJ [Pseudomonas aeruginosa PAO1],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,4165719,4165880,-,ArmR,100.0,100.0,builtin,AE004091.2,ArmR [Pseudomonas aeruginosa PAO1],aminoglycoside,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,Low
P_aeruginosa_PAO1,NC_002516.2,4279007,4279345,-,YajC,100.0,99.71,builtin,VAOQ01003483.1,YajC [Pseudomonas aeruginosa],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,4594029,4595222,+,PDC-1,100.0,100.0,builtin,FJ666065.1,PDC-1 [Pseudomonas aeruginosa PAO1],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,4607578,4608384,-,APH(3')-IIb,100.0,98.51,builtin,X90856.1,APH(3')-IIb [Pseudomonas aeruginosa],aminoglycoside,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,Low
P_aeruginosa_PAO1,NC_002516.2,4625089,4626297,-,bcr-1,100.0,99.92,builtin,CP012901.1,bcr-1 [Pseudomonas aeruginosa],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,4705956,4706402,+,MexG,100.0,100.0,builtin,AE004091.2,MexG [Pseudomonas aeruginosa PAO1],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,4706410,4707522,+,MexH,100.0,100.0,builtin,AE004091.2,MexH [Pseudomonas aeruginosa PAO1],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,4707535,4710624,+,MexI,100.0,100.0,builtin,AE004091.2,MexI [Pseudomonas aeruginosa PAO1],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,4710621,4712084,+,OpmD,100.0,100.0,builtin,AE004091.2,OpmD [Pseudomonas aeruginosa PAO1],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,4903466,4904596,+,MexV,100.0,100.0,builtin,AE004091.2,MexV [Pseudomonas aeruginosa PAO1],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,4904647,4907703,+,MexW,100.0,100.0,builtin,NC_002516.2,MexW [Pseudomonas aeruginosa PAO1],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,5149633,5151072,-,OprJ,100.0,99.86,builtin,U57969.1,OprJ [Pseudomonas aeruginosa],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,5151078,5154209,-,MexD,100.0,96.81,builtin,U57969.1,MexD [Pseudomonas aeruginosa],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,5154237,5155400,-,MexC,100.0,100.0,builtin,U57969.1,MexC [Pseudomonas aeruginosa],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,5364760,5366193,+,basS,100.0,99.58,builtin,JQ340365.1,basS [Pseudomonas aeruginosa],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,5584101,5585549,+,OpmH,100.0,100.0,builtin,AE004091.2,OpmH [Pseudomonas aeruginosa PAO1],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
P_aeruginosa_PAO1,NC_002516.2,5606103,5606435,+,Paer_emrE,100.0,100.0,builtin,AE004091.2,Paer_emrE [Pseudomonas aeruginosa PAO1],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,efflux_or_regulatory_marker,Small multidrug resistance (SMR) efflux pump; intrinsic/species-core in many taxa. Chromosomal.,high,False,Excluded-curated
